koala,date,daily_dist_m,daily_dist_km
Aaliyah,2022-09-04,440.2225943015191,0.4402225943015191
Aaliyah,2022-09-05,356.8612419564695,0.3568612419564695
Aaliyah,2022-09-06,210.33844828746481,0.2103384482874648
Aaliyah,2022-09-07,134.52265490105844,0.13452265490105844
Aaliyah,2022-09-08,164.8941296330834,0.1648941296330834
Aaliyah,2022-09-09,226.22796653941754,0.22622796653941754
Aaliyah,2022-09-10,110.33000390706846,0.11033000390706846
Aaliyah,2022-09-11,91.98692687138897,0.09198692687138897
Aaliyah,2022-09-12,220.97883474266735,0.22097883474266736
Aaliyah,2022-09-13,255.99745917137503,0.255997459171375
Aaliyah,2022-09-14,127.4904802075906,0.1274904802075906
Aaliyah,2022-09-15,161.9804937790257,0.16198049377902568
Aaliyah,2022-09-16,128.68407713315966,0.12868407713315966
Aaliyah,2022-09-17,132.9768872686617,0.1329768872686617
Aaliyah,2022-09-18,211.26235722373633,0.21126235722373632
Aaliyah,2022-09-19,112.3443028996047,0.1123443028996047
Aaliyah,2022-09-20,131.0414362285334,0.1310414362285334
Aaliyah,2022-09-21,188.23633044840471,0.1882363304484047
Aaliyah,2022-09-22,136.8315740500484,0.1368315740500484
Aaliyah,2022-09-23,90.68416904808234,0.09068416904808234
Aaliyah,2022-09-24,141.1388993380557,0.1411388993380557
Aaliyah,2022-09-25,93.92954020686267,0.09392954020686267
Aaliyah,2022-09-26,348.56650940525344,0.34856650940525347
Aaliyah,2022-09-27,458.30747908336826,0.4583074790833683
Aaliyah,2022-09-28,478.82477635746255,0.47882477635746257
Aaliyah,2022-09-29,294.784208596025,0.294784208596025
Aaliyah,2022-09-30,343.3799245492619,0.34337992454926186
Aaliyah,2022-10-01,246.1380354552553,0.2461380354552553
Aaliyah,2022-10-02,159.77833487579449,0.1597783348757945
Aaliyah,2022-10-03,157.9169545397905,0.15791695453979052
Aaliyah,2022-10-04,100.94188852202655,0.10094188852202654
Aaliyah,2022-10-05,589.5334025500006,0.5895334025500005
Aaliyah,2022-10-06,171.75002016793448,0.17175002016793448
Aaliyah,2022-10-07,131.73920849073548,0.13173920849073548
Aaliyah,2022-10-08,343.3639678734504,0.3433639678734504
Aaliyah,2022-10-09,364.30729315669805,0.3643072931566981
Aaliyah,2022-10-10,189.28308264835738,0.1892830826483574
Aaliyah,2022-10-11,312.13929372604224,0.31213929372604227
Aaliyah,2022-10-12,147.20455218032922,0.1472045521803292
Aaliyah,2022-10-13,248.79733461435345,0.24879733461435344
Aaliyah,2022-10-14,338.358337801859,0.33835833780185903
Aaliyah,2022-10-15,211.40598695028018,0.21140598695028018
Aaliyah,2022-10-16,395.85336727364205,0.39585336727364206
Aaliyah,2022-10-17,271.1008534608098,0.2711008534608098
Aaliyah,2022-10-18,120.09040534612465,0.12009040534612465
Aaliyah,2022-10-19,244.3028893044569,0.2443028893044569
Aaliyah,2022-10-20,178.41533291463287,0.17841533291463288
Aaliyah,2022-10-21,306.78058319812453,0.3067805831981245
Aaliyah,2022-10-22,144.69788312551904,0.14469788312551904
Aaliyah,2022-10-23,223.4152391377811,0.2234152391377811
Aaliyah,2022-10-24,206.42701232787365,0.20642701232787367
Aaliyah,2022-10-25,682.1675695579539,0.6821675695579539
Aaliyah,2022-10-26,139.94826434538473,0.13994826434538474
Aaliyah,2022-10-27,142.9027315705635,0.1429027315705635
Aaliyah,2022-10-28,320.87554355565453,0.3208755435556545
Aaliyah,2022-10-29,385.51901805881033,0.38551901805881034
Aaliyah,2022-10-30,181.85437188078706,0.18185437188078707
Aaliyah,2022-10-31,95.31146813808523,0.09531146813808523
Aaliyah,2022-11-01,132.21612869395793,0.13221612869395793
Aaliyah,2022-11-02,378.159685482567,0.378159685482567
Aaliyah,2022-11-03,337.67450596045444,0.33767450596045445
Aaliyah,2022-11-04,337.4213533795128,0.33742135337951285
Aaliyah,2022-11-05,57.588546946142735,0.05758854694614274
Aaliyah,2022-11-06,290.1552028159583,0.2901552028159583
Aaliyah,2022-11-07,246.25205932340182,0.24625205932340183
Aaliyah,2022-11-08,50.731889058002174,0.050731889058002175
Aaliyah,2022-11-09,260.0428038552368,0.2600428038552368
Aaliyah,2022-11-10,125.85355878419303,0.12585355878419302
Aaliyah,2022-11-11,135.11217428342567,0.13511217428342567
Aaliyah,2022-11-12,113.75684124668709,0.11375684124668708
Aaliyah,2022-11-13,123.16426462746696,0.12316426462746696
Aaliyah,2022-11-14,129.09095220808234,0.12909095220808234
Aaliyah,2022-11-15,648.9719797790663,0.6489719797790663
Aaliyah,2022-11-16,200.00524028129482,0.20000524028129482
Aaliyah,2022-11-17,265.63017268725645,0.26563017268725647
Aaliyah,2022-11-18,253.67472518490027,0.25367472518490025
Aaliyah,2022-11-19,343.1185843611085,0.3431185843611085
Aaliyah,2022-11-20,338.82527250679095,0.33882527250679095
Aaliyah,2022-11-21,80.99113145924626,0.08099113145924626
Aaliyah,2022-11-22,196.48313016830298,0.196483130168303
Aaliyah,2022-11-23,289.9561276245574,0.28995612762455736
Aaliyah,2022-11-24,177.5231220238895,0.1775231220238895
Aaliyah,2022-11-25,194.5755497400564,0.1945755497400564
Aaliyah,2022-11-26,386.99076222036024,0.3869907622203602
Aaliyah,2022-11-27,143.55817603132814,0.14355817603132814
Aaliyah,2022-11-28,286.062305132371,0.286062305132371
Aaliyah,2022-11-29,124.07978028843742,0.12407978028843741
Aaliyah,2022-11-30,95.49872626450318,0.09549872626450318
Aaliyah,2022-12-01,226.98933832061948,0.2269893383206195
Aaliyah,2022-12-02,167.4652873450081,0.1674652873450081
Aaliyah,2022-12-03,113.04558827736363,0.11304558827736363
Aaliyah,2022-12-04,114.16954704438794,0.11416954704438793
Aaliyah,2022-12-05,217.25452688551928,0.21725452688551927
Aaliyah,2022-12-06,181.04011984567018,0.18104011984567017
Aaliyah,2022-12-07,162.74442330927272,0.16274442330927272
Aaliyah,2022-12-08,208.48183108258067,0.20848183108258067
Aaliyah,2022-12-09,108.63359296354555,0.10863359296354555
Aaliyah,2022-12-10,204.66010408617598,0.20466010408617596
Aaliyah,2022-12-11,194.3243869926174,0.1943243869926174
Aaliyah,2022-12-12,168.3184141712742,0.16831841417127422
Aaliyah,2022-12-13,252.93382802593305,0.25293382802593306
Aaliyah,2022-12-14,270.57171137427156,0.27057171137427155
Aaliyah,2022-12-15,91.80204415605972,0.09180204415605972
Aaliyah,2022-12-16,224.66767958760377,0.22466767958760378
Aaliyah,2022-12-17,136.3761164703704,0.1363761164703704
Aaliyah,2022-12-18,145.4834482502933,0.1454834482502933
Aaliyah,2022-12-19,184.54216102210532,0.18454216102210533
Aaliyah,2022-12-20,271.97692841030573,0.27197692841030574
Aaliyah,2022-12-21,173.88116697780848,0.17388116697780848
Aaliyah,2022-12-22,165.95349600830716,0.16595349600830717
Aaliyah,2022-12-23,243.10418873244714,0.24310418873244713
Aaliyah,2022-12-24,124.61328307167646,0.12461328307167646
Aaliyah,2022-12-25,133.7185564399881,0.13371855643998812
Aaliyah,2022-12-26,107.07139893466277,0.10707139893466276
Aaliyah,2022-12-27,83.10583696455424,0.08310583696455424
Aaliyah,2022-12-28,107.84103903824922,0.10784103903824922
Aaliyah,2022-12-29,239.96717133895822,0.23996717133895823
Aaliyah,2022-12-30,231.68343568453167,0.23168343568453167
Aaliyah,2022-12-31,138.82208462621588,0.13882208462621587
Aaliyah,2023-01-01,45.34587151933945,0.04534587151933945
Aaliyah,2023-01-02,219.4725831664501,0.2194725831664501
Aaliyah,2023-01-03,170.8934118260971,0.1708934118260971
Aaliyah,2023-01-04,179.06866042576453,0.17906866042576453
Aaliyah,2023-01-05,106.76914777683312,0.10676914777683312
Aaliyah,2023-01-06,257.1137769207617,0.2571137769207617
Aaliyah,2023-01-07,240.04538593845695,0.24004538593845695
Aaliyah,2023-01-08,366.8946845287152,0.36689468452871515
Aaliyah,2023-01-09,142.04087810669859,0.14204087810669858
Aaliyah,2023-01-10,192.21934298635318,0.19221934298635318
Aaliyah,2023-01-11,79.17482386977555,0.07917482386977555
Aaliyah,2023-01-12,83.0933151727679,0.0830933151727679
Aaliyah,2023-01-13,101.54142072285659,0.10154142072285659
Aaliyah,2023-01-14,71.41053228754127,0.07141053228754127
Aaliyah,2023-01-15,58.8497318244217,0.0588497318244217
Aaliyah,2023-01-16,151.26754689355823,0.15126754689355823
Aaliyah,2023-01-17,116.02804304672951,0.1160280430467295
Aaliyah,2023-01-18,65.53456136259463,0.06553456136259463
Aaliyah,2023-01-19,194.76035655236575,0.19476035655236576
Aaliyah,2023-01-20,149.57187617697605,0.14957187617697604
Aaliyah,2023-01-21,154.20128271335028,0.1542012827133503
Aaliyah,2023-01-22,162.42012544063996,0.16242012544063997
Aaliyah,2023-01-23,250.9901914746473,0.2509901914746473
Aaliyah,2023-01-24,71.10535568105524,0.07110535568105525
Aaliyah,2023-01-25,211.53367640647602,0.21153367640647602
Aaliyah,2023-01-26,160.91371908579916,0.16091371908579916
Aaliyah,2023-01-27,94.77784883410412,0.09477784883410412
Aaliyah,2023-01-28,222.40008461442375,0.22240008461442376
Aaliyah,2023-01-29,70.37795733145035,0.07037795733145034
Aaliyah,2023-01-30,210.42041206066045,0.21042041206066045
Aaliyah,2023-01-31,204.63163504870198,0.204631635048702
Aaliyah,2023-02-01,145.76437703833548,0.14576437703833547
Aaliyah,2023-02-02,203.13413459792693,0.20313413459792692
Aaliyah,2023-02-03,89.46880600955905,0.08946880600955905
Aaliyah,2023-02-04,582.1053443288852,0.5821053443288852
Aaliyah,2023-02-05,68.88946968118374,0.06888946968118374
Aaliyah,2023-02-06,160.9452587468722,0.1609452587468722
Aaliyah,2023-02-07,246.07464985886418,0.24607464985886418
Aaliyah,2023-02-08,132.42366835174184,0.13242366835174185
Aaliyah,2023-02-09,66.75757431347259,0.0667575743134726
Aaliyah,2023-02-10,252.093467547521,0.252093467547521
Aaliyah,2023-02-11,147.5206186034329,0.1475206186034329
Aaliyah,2023-02-12,184.6662514315777,0.1846662514315777
Aaliyah,2023-02-13,192.55350205164953,0.19255350205164953
Aaliyah,2023-02-14,236.6133963999211,0.2366133963999211
Aaliyah,2023-02-15,78.7501936194743,0.0787501936194743
Aaliyah,2023-02-16,99.53422287834022,0.09953422287834021
Aaliyah,2023-02-17,167.52528108378573,0.16752528108378573
Aaliyah,2023-02-18,336.32402997408866,0.33632402997408867
Aaliyah,2023-02-19,177.86561352139512,0.17786561352139513
Aaliyah,2023-02-20,241.0879478978013,0.2410879478978013
Aaliyah,2023-02-21,77.40911698688717,0.07740911698688717
Aaliyah,2023-02-22,164.07738475840188,0.1640773847584019
Aaliyah,2023-02-23,101.42646693283508,0.10142646693283508
Aaliyah,2023-02-24,272.0210679176479,0.2720210679176479
Aaliyah,2023-02-25,68.84346977339652,0.06884346977339652
Aaliyah,2023-02-26,203.39058116338214,0.20339058116338213
Aaliyah,2023-02-27,75.348330899656,0.07534833089965601
Aaliyah,2023-02-28,204.71559711382244,0.20471559711382245
Aaliyah,2023-03-01,106.43331047826672,0.10643331047826672
Aaliyah,2023-03-02,215.573733577895,0.215573733577895
Aaliyah,2023-03-03,139.18240713034604,0.13918240713034605
Aaliyah,2023-03-04,197.81380141978096,0.19781380141978097
Aaliyah,2023-03-05,133.93693074248787,0.1339369307424879
Aaliyah,2023-03-06,209.27787035010192,0.20927787035010192
Aaliyah,2023-03-07,128.2900946770497,0.1282900946770497
Aaliyah,2023-03-08,204.63316933053838,0.20463316933053838
Aaliyah,2023-03-09,174.51562988221372,0.17451562988221372
Aaliyah,2023-03-10,66.87036171273499,0.06687036171273499
Aaliyah,2023-03-11,214.71694058980867,0.21471694058980867
Aaliyah,2023-03-12,143.7764287001006,0.1437764287001006
Aaliyah,2023-03-13,292.17226752703294,0.29217226752703296
Aaliyah,2023-03-14,204.73462720171386,0.20473462720171387
Aaliyah,2023-03-15,192.70054498166752,0.19270054498166753
Aaliyah,2023-03-16,185.39005536128735,0.18539005536128736
Aaliyah,2023-03-17,220.287975844529,0.220287975844529
Aaliyah,2023-03-18,197.83835473161628,0.1978383547316163
Aaliyah,2023-03-19,316.34711152564023,0.3163471115256402
Aaliyah,2023-03-20,98.81287148771602,0.09881287148771602
Aaliyah,2023-03-21,318.4174270262052,0.3184174270262052
Aaliyah,2023-03-22,201.47788892524673,0.20147788892524673
Aaliyah,2023-03-23,309.29027034961433,0.3092902703496143
Aaliyah,2023-03-24,88.87130479679065,0.08887130479679066
Aaliyah,2023-03-25,305.27983732958796,0.30527983732958797
Aaliyah,2023-03-26,269.97331854814144,0.26997331854814144
Aaliyah,2023-03-27,82.16503202575234,0.08216503202575234
Aaliyah,2023-03-28,202.08647692987748,0.20208647692987747
Aaliyah,2023-03-29,88.70178777671667,0.08870178777671667
Aaliyah,2023-03-30,268.17574615263453,0.2681757461526345
Aaliyah,2023-03-31,162.32546810288574,0.16232546810288573
Aaliyah,2023-04-01,269.5393204502568,0.2695393204502568
Aaliyah,2023-04-02,180.86890148660243,0.18086890148660242
Aaliyah,2023-04-03,79.70514844358937,0.07970514844358936
Aaliyah,2023-04-04,155.03851877101602,0.15503851877101602
Aaliyah,2023-04-05,312.08490847722624,0.31208490847722625
Aaliyah,2023-04-06,223.97486574260063,0.22397486574260062
Aaliyah,2023-04-07,368.74650370665574,0.36874650370665574
Aaliyah,2023-04-08,67.87309358879551,0.06787309358879551
Aaliyah,2023-04-09,219.48935678793202,0.21948935678793202
Aaliyah,2023-04-10,209.0410696234219,0.2090410696234219
Aaliyah,2023-04-11,270.05429345661037,0.27005429345661036
Aaliyah,2023-04-12,492.89560242070365,0.4928956024207036
Aaliyah,2023-04-13,495.5427846676298,0.4955427846676298
Aaliyah,2023-04-14,123.67049934257872,0.12367049934257872
Aaliyah,2023-04-15,58.724220822573024,0.058724220822573024
Aaliyah,2023-04-16,198.15181023054885,0.19815181023054884
Aaliyah,2023-04-17,136.94500846100598,0.136945008461006
Aaliyah,2023-04-18,371.37537678623204,0.37137537678623206
Aaliyah,2023-04-19,51.706128387289404,0.051706128387289406
Aaliyah,2023-04-20,157.12645130611477,0.15712645130611477
Aaliyah,2023-04-21,468.59644691697656,0.46859644691697655
Aaliyah,2023-04-22,436.8549398500233,0.4368549398500233
Aaliyah,2023-04-23,125.74155557678213,0.12574155557678213
Aaliyah,2023-04-24,83.67750126274025,0.08367750126274025
Aaliyah,2023-04-25,458.22949192435806,0.4582294919243581
Aaliyah,2023-04-26,244.91752236354503,0.24491752236354503
Aaliyah,2023-04-27,206.9937106361079,0.20699371063610789
Aaliyah,2023-04-28,290.8109501778739,0.2908109501778739
Aaliyah,2023-04-29,349.55939829343123,0.34955939829343124
Aaliyah,2023-04-30,210.54839149046512,0.21054839149046511
Aaliyah,2023-05-01,193.82734483364075,0.19382734483364075
Aaliyah,2023-05-02,167.81911236486516,0.16781911236486516
Aaliyah,2023-05-03,162.41827295147877,0.16241827295147876
Aaliyah,2023-05-04,227.82145371862035,0.22782145371862034
Aaliyah,2023-05-05,363.5771190849046,0.3635771190849046
Aaliyah,2023-05-06,381.50036624963144,0.38150036624963146
Aaliyah,2023-05-07,483.2191926410755,0.4832191926410755
Aaliyah,2023-05-08,170.2744008412572,0.1702744008412572
Aaliyah,2023-05-09,147.3468225387689,0.14734682253876888
Aaliyah,2023-05-10,675.2189842005466,0.6752189842005466
Aaliyah,2023-05-11,67.10900312664015,0.06710900312664014
Aaliyah,2023-05-12,140.7626893644681,0.1407626893644681
Aaliyah,2023-05-13,298.1574340785317,0.2981574340785317
Aaliyah,2023-05-14,300.68152697318624,0.30068152697318623
Aaliyah,2023-05-15,302.10949150787735,0.30210949150787736
Aaliyah,2023-05-16,415.3746566769704,0.4153746566769704
Aaliyah,2023-05-17,159.27626182804573,0.15927626182804575
Aaliyah,2023-05-18,305.218080288271,0.30521808028827097
Aaliyah,2023-05-19,384.9443838328619,0.3849443838328619
Aaliyah,2023-05-20,448.84802191006713,0.4488480219100671
Aaliyah,2023-05-21,86.70881264222783,0.08670881264222782
Aaliyah,2023-06-08,320.61902487702315,0.32061902487702315
Aaliyah,2023-06-09,626.0008674552455,0.6260008674552455
Aaliyah,2023-06-10,211.61324959211353,0.21161324959211353
Aaliyah,2023-06-11,847.8590999403208,0.8478590999403208
Aaliyah,2023-06-12,83.59237209625753,0.08359237209625753
Aaliyah,2023-06-13,276.2107414390291,0.27621074143902913
Aaliyah,2023-06-14,459.3782435229348,0.45937824352293477
Aaliyah,2023-06-15,187.96717583020225,0.18796717583020225
Aaliyah,2023-06-16,472.58994894337,0.47258994894337003
Aaliyah,2023-06-17,513.1427218137886,0.5131427218137886
Aaliyah,2023-06-18,843.7024307761316,0.8437024307761316
Aaliyah,2023-06-19,279.1651495762202,0.2791651495762202
Aaliyah,2023-06-20,225.23394522341866,0.22523394522341866
Aaliyah,2023-06-21,342.3471664280324,0.34234716642803237
Aaliyah,2023-06-22,137.7199436650293,0.1377199436650293
Aaliyah,2023-06-23,398.9247155210278,0.3989247155210278
Aaliyah,2023-06-24,666.2545997883614,0.6662545997883613
Aaliyah,2023-06-25,301.6983115359777,0.3016983115359777
Aaliyah,2023-06-26,194.02176874037127,0.19402176874037128
Aaliyah,2023-06-27,559.1964140292918,0.5591964140292918
Aaliyah,2023-06-28,208.6656782990147,0.2086656782990147
Aaliyah,2023-06-29,221.40257507597886,0.22140257507597885
Aaliyah,2023-06-30,202.78623813643378,0.2027862381364338
Aaliyah,2023-07-01,125.3965900420098,0.12539659004200981
Aaliyah,2023-07-02,359.7893969016006,0.35978939690160056
Aaliyah,2023-07-03,300.74101884627703,0.300741018846277
Aaliyah,2023-07-04,119.31777568176146,0.11931777568176147
Aaliyah,2023-07-05,226.88229847755233,0.2268822984775523
Aaliyah,2023-07-06,104.73246621120758,0.10473246621120758
Aaliyah,2023-07-07,306.4668308684152,0.3064668308684152
Aaliyah,2023-07-08,380.2629811508923,0.3802629811508923
Aaliyah,2023-07-09,121.37847979398435,0.12137847979398435
Aaliyah,2023-07-10,612.0755321305732,0.6120755321305732
Aaliyah,2023-07-11,211.31831774013062,0.21131831774013063
Aaliyah,2023-07-12,449.18771492934013,0.4491877149293401
Aaliyah,2023-07-13,209.23163309119013,0.20923163309119014
Aaliyah,2023-07-14,219.64793462937973,0.21964793462937973
Aaliyah,2023-07-15,368.1060346357598,0.3681060346357598
Aaliyah,2023-07-16,174.57721792841616,0.17457721792841616
Aaliyah,2023-07-17,203.4094840153239,0.2034094840153239
Aaliyah,2023-07-18,186.40447437681115,0.18640447437681115
Aaliyah,2023-07-19,571.4758430962476,0.5714758430962475
Aaliyah,2023-07-20,116.84481138178265,0.11684481138178265
Aaliyah,2023-07-21,106.6718070383072,0.1066718070383072
Aaliyah,2023-07-22,213.94383915100528,0.2139438391510053
Aaliyah,2023-07-23,143.91098156423828,0.1439109815642383
Aaliyah,2023-07-24,94.2493246131403,0.0942493246131403
Aaliyah,2023-07-25,156.8439157151218,0.1568439157151218
Aaliyah,2023-07-26,94.69240453252688,0.09469240453252688
Aaliyah,2023-07-27,133.10488807126615,0.13310488807126614
Aaliyah,2023-07-28,56.89623996068095,0.05689623996068095
Aaliyah,2023-07-29,97.67930921163456,0.09767930921163456
Aaliyah,2023-07-30,66.08974264701952,0.06608974264701951
Aaliyah,2023-07-31,152.95549159241472,0.15295549159241473
Aaliyah,2023-08-01,433.2950716679189,0.43329507166791886
Aaliyah,2023-08-02,238.9799627156495,0.2389799627156495
Aaliyah,2023-08-03,317.24281014112404,0.31724281014112404
Aaliyah,2023-08-04,281.75066025523114,0.28175066025523116
Aaliyah,2023-08-05,68.12845264808209,0.0681284526480821
Aaliyah,2023-08-06,80.36062620475587,0.08036062620475587
Aaliyah,2023-08-07,81.84330994056889,0.08184330994056889
Aaliyah,2023-08-08,360.8836216946042,0.3608836216946042
Aaliyah,2023-08-09,260.7181603225946,0.2607181603225946
Aaliyah,2023-08-10,104.0347507325405,0.1040347507325405
Aaliyah,2023-08-11,634.3040236762719,0.6343040236762719
Aaliyah,2023-08-12,180.6864176687037,0.18068641766870372
Aaliyah,2023-08-13,437.11340013351224,0.43711340013351224
Aaliyah,2023-08-14,265.8667017079557,0.26586670170795573
Aaliyah,2023-08-15,615.4635949066635,0.6154635949066635
Aaliyah,2023-08-16,105.973401880969,0.105973401880969
Aaliyah,2023-08-17,587.614715438363,0.587614715438363
Aaliyah,2023-08-18,338.036526135776,0.338036526135776
Aaliyah,2023-08-19,147.2891349664267,0.1472891349664267
Aaliyah,2023-08-20,612.1875422000388,0.6121875422000388
Aaliyah,2023-08-21,209.56332673728323,0.20956332673728323
Aaliyah,2023-08-22,194.3723827304942,0.1943723827304942
Aaliyah,2023-08-23,83.22868192940354,0.08322868192940354
Aaliyah,2023-08-24,321.599591913834,0.32159959191383397
Aaliyah,2023-08-25,139.1452110282716,0.1391452110282716
Aaliyah,2023-08-26,342.19769623086097,0.342197696230861
Aaliyah,2023-08-27,139.1939219009556,0.1391939219009556
Aaliyah,2023-08-28,282.10539099243226,0.28210539099243226
Aaliyah,2023-08-29,497.21289273935486,0.4972128927393549
Aaliyah,2023-08-30,229.67343096220395,0.22967343096220394
Aaliyah,2023-08-31,322.9473089662992,0.3229473089662992
Aaliyah,2023-09-01,214.54181164175063,0.21454181164175062
Aaliyah,2023-09-02,89.81618454089038,0.08981618454089038
Aaliyah,2023-09-03,109.80584090459557,0.10980584090459557
