focal_koala,ts,other_name,other_file_uid,other_device_uid,rssi_dbm,behaviour
Shinny,2024-10-23 03:46:04+00:00,Pippah,1612iV90WrcA3tsH,C1612010BA0537FC,-63,
Shinny,2024-10-19 05:56:16+00:00,Olivia,Jn9PHn4GV933Bv7x,C1612010CF772982,-62,
Shinny,2024-10-18 00:55:59+00:00,Callan,TOZc5ZikBKiDQSKc,C1612010B71B8436,-64,
Shinny,2024-08-19 17:45:07+00:00,James,JxIClO41JAk38qdm,C1612010E1A64CD4,-90,
ShooShoo,2025-11-17 05:22:40+00:00,Shinny,FJsyLYZTyUxCmF5w,C1612010B5EB60B7,-32,
ShooShoo,2025-11-17 05:22:40+00:00,Ned,VwBsAap7vZyZ4UL5,C1612010A51649EF,-49,
ShooShoo,2025-11-17 05:02:39+00:00,Blaise,fv09ZZRpUF9g2K1T,C1612010A1E09162,-42,
ShooShoo,2025-11-17 04:22:39+00:00,Robbie,ZfBOHgBBRAeCnQ6f,C1612010105EB6ED,-70,
ShooShoo,2025-11-16 01:21:39+00:00,Georgia,DTSrQRtagHBCFtM5,C16120107EE4A8B2,-83,
ShooShoo,2025-11-15 07:40:57+00:00,Izzy,fR_XoQxn5Vetu7Oz,C161201068A42326,-82,
ShooShoo,2025-11-15 02:20:23+00:00,Annie,4yQn56IiUYYus6SW,C1612010759E9E2A,-87,
ShooShoo,2025-07-06 19:02:36+00:00,Kaelah,ij3a4ffXe_X2v3ob,C1612010E66E0C91,-86,
ShooShoo,2025-04-24 07:11:44+00:00,Emily,bxLRr2bF1yroL9q_,C161201022CC9795,-92,
ShooShoo,2025-04-24 07:11:44+00:00,Lotus,qxRhNrgO_Z1JXNMl,C1612010E5AA0556,-88,
Sophie,2026-03-13 23:21:53+00:00,Izzy,fR_XoQxn5Vetu7Oz,C161201068A42326,-48,
Sophie,2026-03-13 23:11:53+00:00,Kaelah,ij3a4ffXe_X2v3ob,C1612010E66E0C91,-41,
Sophie,2026-03-13 23:11:53+00:00,Cameron,5DAWqLa9Xw4725Ie,C1612010B92FC4A4,-57,
Sophie,2026-03-13 23:01:53+00:00,Shinny,FJsyLYZTyUxCmF5w,C16120105756219F,-48,
Sophie,2026-03-13 22:51:53+00:00,Emily,bxLRr2bF1yroL9q_,C161201022CC9795,-61,
Sophie,2026-03-13 22:51:53+00:00,Craig,HgtPir_hkhltDlXd,C16120101BFA4E3A,-65,
Sophie,2026-03-13 07:11:20+00:00,Aja,dIspzB2mmHhtXXhD,C1612010A8CE4731,-43,
Sophie,2026-03-13 07:01:20+00:00,Ned,VwBsAap7vZyZ4UL5,C1612010A51649EF,-26,
Sophie,2026-03-13 06:51:20+00:00,Ollie,5l7YyTQeAzQaGTNp,C161201095828D05,-24,
Sophie,2026-03-13 06:21:19+00:00,Blaise,fv09ZZRpUF9g2K1T,C1612010A1E09162,-51,
Sophie,2026-03-13 05:51:19+00:00,Georgia,DTSrQRtagHBCFtM5,C16120107EE4A8B2,-42,
Sophie,2026-03-13 05:31:19+00:00,Lotus,qxRhNrgO_Z1JXNMl,C1612010E5AA0556,-50,
Sophie,2026-03-11 17:10:56+00:00,Annie,4yQn56IiUYYus6SW,C1612010759E9E2A,-68,
Sophie,2024-10-18 00:57:59+00:00,Callan,TOZc5ZikBKiDQSKc,C1612010B71B8436,-82,
Sophie,2024-04-09 14:28:44+00:00,Lincoln,b9dWfrIHn1Zgqs2s,C1612010DA1693D9,-91,
